,count,name,skills
49,2050,conservation-laws,physics
0,741,fermentation,homebrew
1,652,yeast,homebrew
2,593,beer,homebrew
3,300,bottling,homebrew
4,290,carbonation,homebrew
5,275,hops,homebrew
6,264,equipment,homebrew
7,262,cider,homebrew
8,230,techniques,homebrew
9,228,wine,homebrew
10,195,all-grain,homebrew
11,188,kegging,homebrew
12,181,fermentation-temperature,homebrew
13,176,mash,homebrew
14,165,temperature,homebrew
15,165,first-time-brewer,homebrew
16,156,bottle-conditioning,homebrew
17,153,secondary-fermentation,homebrew
18,153,mead,homebrew
19,149,sanitation,homebrew
20,133,boil,homebrew
21,132,ingredients,homebrew
22,129,recipe,homebrew
23,128,brewing,homebrew
24,127,wort,homebrew
25,127,flavor,homebrew
26,122,yeast-starters,homebrew
27,115,specific-gravity,homebrew
28,110,contamination,homebrew
29,108,fruit,homebrew
30,104,water,homebrew
31,102,keg,homebrew
32,97,off-flavor,homebrew
33,97,primary-fermentation,homebrew
34,96,sugar,homebrew
35,94,cleaning,homebrew
36,94,dry-hop,homebrew
37,93,airlock,homebrew
38,93,malt,homebrew
39,92,original-gravity,homebrew
40,90,extract,homebrew
41,87,secondary,homebrew
42,84,stuck-fermentation,homebrew
43,83,storage,homebrew
44,80,ipa,homebrew
45,79,alcohol-content,homebrew
46,79,lager,homebrew
47,77,priming,homebrew
48,74,temperature-control,homebrew
49,72,stout,homebrew
0,5081,encryption,security
1,4981,tls,security
2,3861,authentication,security
3,3508,passwords,security
4,3007,web-application,security
5,2561,network,security
6,2393,certificates,security
7,2159,cryptography,security
8,2081,malware,security
9,1953,hash,security
10,1879,windows,security
11,1836,linux,security
12,1696,privacy,security
13,1481,email,security
14,1466,php,security
15,1415,web-browser,security
16,1298,wifi,security
17,1270,xss,security
18,1224,penetration-test,security
19,1202,http,security
20,1164,public-key-infrastructure,security
21,1148,man-in-the-middle,security
22,1145,password-management,security
23,1143,exploit,security
24,1136,android,security
25,1126,javascript,security
26,1123,attacks,security
27,1109,vpn,security
28,1078,certificate-authority,security
29,1072,openssl,security
30,1033,firewalls,security
31,1013,ssh,security
32,949,mobile,security
33,913,appsec,security
34,859,webserver,security
35,854,virus,security
36,839,vulnerability,security
37,789,sql-injection,security
38,748,key-management,security
39,747,aes,security
40,726,digital-signature,security
41,670,brute-force,security
42,660,cookies,security
43,649,java,security
44,646,dns,security
45,644,databases,security
46,641,password-cracking,security
47,637,rsa,security
48,635,gnupg,security
49,633,pci-dss,security
0,1670,video,video
1,1497,ffmpeg,video
2,899,premiere,video
3,890,after-effects,video
4,537,video-editor,video
5,465,editing,video
6,375,audio,video
7,283,encoding,video
8,275,video-quality,video
9,232,streaming,video
10,227,software-recommendation,video
11,222,animation,video
12,201,video-recording,video
13,198,codec,video
14,195,mp4,video
15,190,final-cut-pro-x,video
16,187,adobe,video
17,185,youtube,video
18,169,conversion,video
19,168,camera,video
20,159,file-formats,video
21,159,framerate,video
22,152,effects,video
23,140,h.264,video
24,134,software,video
25,131,vegas-pro,video
26,126,compression,video
27,120,dslr,video
28,117,transcoding,video
29,106,davinci-resolve,video
30,105,hardware,video
31,100,sync,video
32,98,video-capture,video
33,97,windows,video
34,94,final-cut-pro,video
35,92,canon,video
36,92,post-production,video
37,92,subtitles,video
38,88,filter,video
39,87,lighting,video
40,85,after-effects-expressions,video
41,80,color-correction,video
42,79,live,video
43,78,webvideos,video
44,75,filming,video
45,71,mac,video
46,69,audio-recording,video
47,69,linux,video
48,68,camcorder,video
49,68,3d,video
0,7741,adobe-illustrator,graphicdesign
1,7441,adobe-photoshop,graphicdesign
2,2313,adobe-indesign,graphicdesign
3,1608,color,graphicdesign
4,1507,fonts,graphicdesign
5,1490,print-design,graphicdesign
6,1487,inkscape,graphicdesign
7,1445,vector,graphicdesign
8,1376,website-design,graphicdesign
9,1349,gimp,graphicdesign
10,1061,text,graphicdesign
11,1032,logo,graphicdesign
12,999,typography,graphicdesign
13,844,svg,graphicdesign
14,827,pdf,graphicdesign
15,787,layers,graphicdesign
16,769,font-identification,graphicdesign
17,732,shapes,graphicdesign
18,732,path,graphicdesign
19,730,export,graphicdesign
20,693,transparency,graphicdesign
21,669,images,graphicdesign
22,635,sketch-app,graphicdesign
23,610,icon,graphicdesign
24,570,software-recommendation,graphicdesign
25,559,cs6,graphicdesign
26,519,interface-design,graphicdesign
27,516,3d,graphicdesign
28,514,photoshop-effects,graphicdesign
29,507,animation,graphicdesign
30,500,png,graphicdesign
31,500,gradient,graphicdesign
32,497,resize,graphicdesign
33,450,photo-editing,graphicdesign
34,407,page-layout,graphicdesign
35,388,stroke,graphicdesign
36,345,cmyk,graphicdesign
37,343,background,graphicdesign
38,341,illustration,graphicdesign
39,327,color-theory,graphicdesign
40,316,mask,graphicdesign
41,310,css,graphicdesign
42,305,patterns,graphicdesign
43,300,critique,graphicdesign
44,300,print-production,graphicdesign
45,297,copyright,graphicdesign
46,295,resolution,graphicdesign
47,295,workflow,graphicdesign
48,288,client-relations,graphicdesign
49,285,design-principles,graphicdesign
0,28017,sql-server,dba
1,18701,mysql,dba
2,11627,postgresql,dba
3,6653,oracle,dba
4,5877,performance,dba
5,5228,database-design,dba
6,4335,sql-server-2012,dba
7,3840,sql-server-2008,dba
8,3736,sql-server-2008-r2,dba
9,2944,replication,dba
10,2601,index,dba
11,2587,t-sql,dba
12,2516,sql-server-2014,dba
13,2509,query-performance,dba
14,2225,backup,dba
15,2206,sql-server-2016,dba
16,2103,mongodb,dba
17,1953,innodb,dba
18,1731,optimization,dba
19,1606,join,dba
20,1577,mariadb,dba
21,1409,stored-procedures,dba
22,1326,sql-server-2005,dba
23,1309,permissions,dba
24,1258,oracle-11g-r2,dba
25,1225,trigger,dba
26,1192,mysql-5.5,dba
27,1173,availability-groups,dba
28,1153,restore,dba
29,1021,ssms,dba
30,981,mysql-5.6,dba
31,965,ssis,dba
32,949,security,dba
33,876,query,dba
34,868,schema,dba
35,865,select,dba
36,853,execution-plan,dba
37,834,oracle-12c,dba
38,813,partitioning,dba
39,807,foreign-key,dba
40,806,update,dba
41,785,linux,dba
42,739,mysql-5.7,dba
43,734,migration,dba
44,701,oracle-11g,dba
45,683,db2,dba
46,676,locking,dba
47,676,sql-server-2017,dba
48,675,index-tuning,dba
49,674,transaction-log,dba
0,12143,python,codereview
1,9980,java,codereview
2,9073,c#,codereview
3,8580,javascript,codereview
4,7533,c++,codereview
5,6397,performance,codereview
6,6320,beginner,codereview
7,4297,algorithm,codereview
8,4048,php,codereview
9,3987,python-3.x,codereview
10,3242,object-oriented,codereview
11,3014,c,codereview
12,2801,programming-challenge,codereview
13,2579,strings,codereview
14,2355,jquery,codereview
15,1743,array,codereview
16,1627,c++11,codereview
17,1616,game,codereview
18,1586,html,codereview
19,1586,ruby,codereview
20,1367,multithreading,codereview
21,1350,sql,codereview
22,1246,python-2.x,codereview
23,1240,design-patterns,codereview
24,1165,parsing,codereview
25,1140,vba,codereview
26,1097,.net,codereview
27,1066,optimization,codereview
28,1013,mysql,codereview
29,1002,sorting,codereview
30,971,excel,codereview
31,967,haskell,codereview
32,957,datetime,codereview
33,943,linked-list,codereview
34,914,unit-testing,codereview
35,913,recursion,codereview
36,888,time-limit-exceeded,codereview
37,886,css,codereview
38,872,node.js,codereview
39,866,functional-programming,codereview
40,863,interview-questions,codereview
41,842,tree,codereview
42,822,comparative-review,codereview
43,775,android,codereview
44,768,reinventing-the-wheel,codereview
45,765,regex,codereview
46,762,json,codereview
47,728,file,codereview
48,705,security,codereview
49,701,random,codereview
0,9669,code-golf,codegolf
1,1769,string,codegolf
2,1389,math,codegolf
3,1101,number,codegolf
4,1075,ascii-art,codegolf
5,820,code-challenge,codegolf
6,694,sequence,codegolf
7,573,kolmogorov-complexity,codegolf
8,538,array-manipulation,codegolf
9,488,decision-problem,codegolf
10,486,arithmetic,codegolf
11,396,popularity-contest,codegolf
12,358,number-theory,codegolf
13,318,integer,codegolf
14,307,graphical-output,codegolf
15,297,geometry,codegolf
16,294,restricted-source,codegolf
17,283,combinatorics,codegolf
18,283,random,codegolf
19,276,primes,codegolf
20,275,tips,codegolf
21,257,grid,codegolf
22,255,game,codegolf
23,243,quine,codegolf
24,241,date,codegolf
25,201,matrix,codegolf
26,185,parsing,codegolf
27,179,sorting,codegolf
28,167,permutations,codegolf
29,165,binary,codegolf
30,161,graph-theory,codegolf
31,153,base-conversion,codegolf
32,153,fastest-code,codegolf
33,147,king-of-the-hill,codegolf
34,142,source-layout,codegolf
35,124,image-processing,codegolf
36,111,cops-and-robbers,codegolf
37,109,optimization,codegolf
38,108,counting,codegolf
39,107,path-finding,codegolf
40,105,python,codegolf
41,104,interpreter,codegolf
42,100,natural-language,codegolf
43,94,fibonacci,codegolf
44,89,polyglot,codegolf
45,88,chess,codegolf
46,84,javascript,codegolf
47,83,regular-expression,codegolf
48,83,subsequence,codegolf
49,79,palindrome,codegolf
0,1593,options,quant
1,1163,option-pricing,quant
2,908,volatility,quant
3,789,black-scholes,quant
4,753,equities,quant
5,723,fixed-income,quant
6,694,interest-rates,quant
7,663,programming,quant
8,588,stochastic-processes,quant
9,584,time-series,quant
10,534,stochastic-calculus,quant
11,530,implied-volatility,quant
12,513,portfolio-management,quant
13,500,finance,quant
14,444,risk,quant
15,418,bond,quant
16,409,fx,quant
17,405,data,quant
18,405,portfolio-optimization,quant
19,396,monte-carlo,quant
20,389,futures,quant
21,377,quant-trading-strategies,quant
22,371,market-data,quant
23,355,returns,quant
24,343,brownian-motion,quant
25,340,derivatives,quant
26,330,risk-management,quant
27,328,statistics,quant
28,316,trading,quant
29,307,finance-mathematics,quant
30,298,garch,quant
31,296,hedging,quant
32,295,swaps,quant
33,294,risk-neutral-measure,quant
34,293,portfolio,quant
35,281,python,quant
36,279,arbitrage,quant
37,275,modern-portfolio-theory,quant
38,271,backtesting,quant
39,267,correlation,quant
40,263,r,quant
41,262,probability,quant
42,259,regression,quant
43,251,optimization,quant
44,246,historical-data,quant
45,236,stochastic-volatility,quant
46,235,yield-curve,quant
47,233,pricing,quant
48,231,quantlib,quant
49,218,high-frequency,quant
0,1379,scrum,pm
1,1226,agile,pm
2,571,ms-project,pm
3,463,team-management,pm
4,338,software-development,pm
5,336,planning,pm
6,329,estimation,pm
7,279,kanban,pm
8,259,user-stories,pm
9,248,jira,pm
10,202,sprint,pm
11,196,scrum-master,pm
12,191,project-management-style,pm
13,191,communication,pm
14,180,project-team,pm
15,170,pm-software,pm
16,164,resource-planning,pm
17,162,scheduling,pm
18,153,requirements,pm
19,139,tasks,pm
20,138,product-owner,pm
21,134,product-management,pm
22,132,process,pm
23,121,time-management,pm
24,112,methodology,pm
25,112,ms-project-2013,pm
26,109,risk-management,pm
27,109,tools,pm
28,105,pmp,pm
29,104,roles,pm
30,99,documentation,pm
31,97,development-process,pm
32,97,story-points,pm
33,95,career,pm
34,92,ms-project-2010,pm
35,88,metrics,pm
36,80,motivation,pm
37,76,tracking,pm
38,75,backlog,pm
39,75,task-management,pm
40,74,reporting,pm
41,72,team-building,pm
42,69,testing,pm
43,69,meetings,pm
44,69,scope,pm
45,68,gantt,pm
46,68,cost-management,pm
47,65,human-resources,pm
48,64,change-management,pm
49,62,certification,pm
0,26340,7,drupal
1,14565,views,drupal
2,14427,8,drupal
3,10311,theming,drupal
4,8426,entities,drupal
5,7268,nodes,drupal
6,6540,users,drupal
7,6423,forms,drupal
8,3644,commerce,drupal
9,3426,taxonomy-terms,drupal
10,3036,javascript,drupal
11,3021,database,drupal
12,2751,6,drupal
13,2714,blocks,drupal
14,2635,media,drupal
15,2501,hooks,drupal
16,2387,ajax,drupal
17,2344,files,drupal
18,2279,rules,drupal
19,2245,routes,drupal
20,2240,webforms,drupal
21,1892,search,drupal
22,1861,drush,drupal
23,1816,i18n-l10n,drupal
24,1528,navigation,drupal
25,1355,emails,drupal
26,1299,caching,drupal
27,1216,migration,drupal
28,1185,datetime,drupal
29,1121,uri,drupal
30,1038,panels,drupal
31,871,feeds,drupal
32,824,wysiwyg,drupal
33,812,comments,drupal
34,805,redirection,drupal
35,796,path-aliases,drupal
36,722,ubercart,drupal
37,719,organic-groups,drupal
38,682,configuration,drupal
39,681,importing-exporting,drupal
40,671,services,drupal
41,652,updating,drupal
42,646,tokens,drupal
43,636,installing,drupal
44,535,debugging,drupal
45,503,performance,drupal
46,463,multi-sites,drupal
47,458,features,drupal
48,447,cron,drupal
49,438,flags,drupal
0,2309,engine,mechanics
1,1589,honda,mechanics
2,1528,electrical,mechanics
3,1345,ford,mechanics
4,1108,motorcycle,mechanics
5,1107,toyota,mechanics
6,1052,battery,mechanics
7,946,starting,mechanics
8,941,brakes,mechanics
9,929,chevrolet,mechanics
10,797,tires,mechanics
11,667,noise,mechanics
12,638,vw,mechanics
13,637,oil,mechanics
14,614,fuel-system,mechanics
15,606,transmission,mechanics
16,570,ac,mechanics
17,532,nissan,mechanics
18,530,automatic-transmission,mechanics
19,494,troubleshooting,mechanics
20,488,civic,mechanics
21,453,clutch,mechanics
22,446,coolant,mechanics
23,440,maintenance,mechanics
24,403,subaru,mechanics
25,390,manual-transmission,mechanics
26,384,obd-ii,mechanics
27,384,car,mechanics
28,381,cooling-system,mechanics
29,375,audio,mechanics
30,364,suspension,mechanics
31,362,wheels,mechanics
32,354,bmw,mechanics
33,352,engine-theory,mechanics
34,351,hyundai,mechanics
35,347,mazda,mechanics
36,344,diesel,mechanics
37,332,alternator,mechanics
38,325,ignition,mechanics
39,318,accord,mechanics
40,306,exhaust,mechanics
41,302,dodge,mechanics
42,289,repair,mechanics
43,287,overheating,mechanics
44,283,oil-change,mechanics
45,278,starter,mechanics
46,273,headlight,mechanics
47,263,jeep,mechanics
48,237,fuel-consumption,mechanics
49,236,wiring,mechanics
0,14915,sharepoint-online,sharepoint
1,13093,2013,sharepoint
2,11176,sharepoint-enterprise,sharepoint
3,8477,2010,sharepoint
4,7060,sharepoint-server,sharepoint
5,6602,sharepoint-designer,sharepoint
6,5375,list,sharepoint
7,5069,javascript,sharepoint
8,4922,workflow,sharepoint
9,4298,sharepoint-foundation,sharepoint
10,4223,development,sharepoint
11,3800,web-part,sharepoint
12,3691,powershell,sharepoint
13,3493,document-library,sharepoint
14,3119,search,sharepoint
15,2802,permissions,sharepoint
16,2667,office-365,sharepoint
17,2619,infopath,sharepoint
18,2570,2007,sharepoint
19,2350,sharepoint-addin,sharepoint
20,2202,rest,sharepoint
21,1971,jquery,sharepoint
22,1885,designer-workflow,sharepoint
23,1823,client-object-model,sharepoint
24,1737,csom,sharepoint
25,1508,content-type,sharepoint
26,1437,list-view,sharepoint
27,1401,custom-list,sharepoint
28,1377,2016,sharepoint
29,1293,search-results,sharepoint
30,1225,sharepoint-rest-api,sharepoint
31,1212,spfx,sharepoint
32,1174,visual-studio,sharepoint
33,1111,css,sharepoint
34,1026,lookup-column,sharepoint
35,1016,column,sharepoint
36,999,user-profile,sharepoint
37,992,error,sharepoint
38,965,web-services,sharepoint
39,953,calculated-column,sharepoint
40,946,site-collection,sharepoint
41,936,master-page,sharepoint
42,899,caml-query,sharepoint
43,877,event-receivers,sharepoint
44,839,jsom,sharepoint
45,806,spfx-webparts,sharepoint
46,784,filter,sharepoint
47,779,user-profile-service,sharepoint
48,776,excel,sharepoint
49,770,email,sharepoint
0,3175,automated-testing,sqa
1,2535,selenium-webdriver,sqa
2,1403,selenium,sqa
3,1188,java,sqa
4,922,manual-testing,sqa
5,761,jmeter,sqa
6,533,webdriver,sqa
7,509,test-management,sqa
8,496,selenium2,sqa
9,445,test-design,sqa
10,444,c#,sqa
11,398,python,sqa
12,390,performance,sqa
13,373,load-testing,sqa
14,359,browser-automation,sqa
15,351,test-automation-framework,sqa
16,318,testng,sqa
17,287,xpath,sqa
18,263,javascript,sqa
19,259,appium,sqa
20,221,protractor,sqa
21,210,tools,sqa
22,199,unit-tests,sqa
23,165,android,sqa
24,164,testcase,sqa
25,164,cucumber,sqa
26,162,api-testing,sqa
27,161,page-objects,sqa
28,148,agile-testing,sqa
29,145,web-application,sqa
30,138,mobile,sqa
31,135,jenkins,sqa
32,135,performance-testing,sqa
33,132,jmeter-plugins,sqa
34,126,selenium-ide,sqa
35,123,chromedriver,sqa
36,120,qa-developer,sqa
37,118,quality-assurance,sqa
38,112,regression-testing,sqa
39,111,interview,sqa
40,111,visualstudio,sqa
41,104,bug-report,sqa
42,104,uiautomation,sqa
43,102,terminology,sqa
44,101,robotframework,sqa
45,100,qa-role,sqa
46,99,junit,sqa
47,97,bdd,sqa
48,96,continuous-integration,sqa
49,94,mobile-automation,sqa
0,3498,encryption,crypto
1,2198,hash,crypto
2,2063,rsa,crypto
3,1964,aes,crypto
4,1659,public-key,crypto
5,1423,elliptic-curves,crypto
6,1259,cryptanalysis,crypto
7,988,signature,crypto
8,822,block-cipher,crypto
9,742,diffie-hellman,crypto
10,728,algorithm-design,crypto
11,663,keys,crypto
12,642,random-number-generator,crypto
13,625,homomorphic-encryption,crypto
14,605,symmetric,crypto
15,593,zero-knowledge-proofs,crypto
16,579,protocol-design,crypto
17,575,authentication,crypto
18,513,collision-resistance,crypto
19,498,key-exchange,crypto
20,493,tls,crypto
21,489,hmac,crypto
22,478,key-derivation,crypto
23,473,provable-security,crypto
24,449,mac,crypto
25,419,discrete-logarithm,crypto
26,407,implementation,crypto
27,406,stream-cipher,crypto
28,403,passwords,crypto
29,399,sha-256,crypto
30,389,authenticated-encryption,crypto
31,385,cbc,crypto
32,378,secret-sharing,crypto
33,377,post-quantum-cryptography,crypto
34,374,randomness,crypto
35,358,pseudo-random-generator,crypto
36,348,dsa,crypto
37,347,reference-request,crypto
38,340,des,crypto
39,323,modular-arithmetic,crypto
40,319,one-time-pad,crypto
41,311,pseudo-random-function,crypto
42,309,multiparty-computation,crypto
43,301,entropy,crypto
44,299,initialization-vector,crypto
45,286,modes-of-operation,crypto
46,278,prime-numbers,crypto
47,276,attack,crypto
48,272,openssl,crypto
49,269,lattice-crypto,crypto
0,2567,image-processing,dsp
1,2363,matlab,dsp
2,2244,fft,dsp
3,2150,filters,dsp
4,1674,discrete-signals,dsp
5,1546,signal-analysis,dsp
6,1469,fourier-transform,dsp
7,1207,audio,dsp
8,959,digital-communications,dsp
9,942,frequency-spectrum,dsp
10,883,noise,dsp
11,847,filter-design,dsp
12,763,sampling,dsp
13,727,python,dsp
14,700,dft,dsp
15,691,computer-vision,dsp
16,674,convolution,dsp
17,534,frequency,dsp
18,529,power-spectral-density,dsp
19,495,continuous-signals,dsp
20,479,lowpass-filter,dsp
21,456,wavelet,dsp
22,453,image,dsp
23,440,finite-impulse-response,dsp
24,440,linear-systems,dsp
25,430,phase,dsp
26,401,modulation,dsp
27,367,z-transform,dsp
28,354,infinite-impulse-response,dsp
29,352,algorithms,dsp
30,344,autocorrelation,dsp
31,320,opencv,dsp
32,318,transfer-function,dsp
33,316,frequency-response,dsp
34,316,signal-detection,dsp
35,313,impulse-response,dsp
36,313,kalman-filters,dsp
37,311,cross-correlation,dsp
38,305,estimation,dsp
39,303,homework,dsp
40,289,image-segmentation,dsp
41,263,gaussian,dsp
42,250,interpolation,dsp
43,247,ofdm,dsp
44,247,filtering,dsp
45,242,digital-filters,dsp
46,239,window-functions,dsp
47,235,spectrogram,dsp
48,223,fourier,dsp
49,220,demodulation,dsp
0,2925,bitcoin-core,bitcoin
1,2761,transactions,bitcoin
2,2402,blockchain,bitcoin
3,1982,bitcoind,bitcoin
4,1869,wallet,bitcoin
5,857,address,bitcoin
6,728,transaction-fees,bitcoin
7,709,mining-pools,bitcoin
8,707,security,bitcoin
9,692,exchanges,bitcoin
10,672,json-rpc,bitcoin
11,643,blockchain.info,bitcoin
12,640,client,bitcoin
13,639,private-key,bitcoin
14,621,mining-theory,bitcoin
15,584,api,bitcoin
16,578,lightning-network,bitcoin
17,518,block,bitcoin
18,495,electrum,bitcoin
19,467,unconfirmed-transactions,bitcoin
20,455,litecoin,bitcoin
21,439,segregated-witness,bitcoin
22,431,altcoin,bitcoin
23,425,script,bitcoin
24,408,development,bitcoin
25,404,hash,bitcoin
26,395,mining-profitability,bitcoin
27,395,mining-hardware,bitcoin
28,382,multi-signature,bitcoin
29,377,network,bitcoin
30,376,bitcoin-cash,bitcoin
31,370,protocol,bitcoin
32,353,bip-32-hd-wallets,bitcoin
33,345,mining-reward,bitcoin
34,340,ripple,bitcoin
35,337,synchronization,bitcoin
36,336,public-key,bitcoin
37,332,blockchain-fork,bitcoin
38,327,bitcoincore-development,bitcoin
39,327,miner-configuration,bitcoin
40,316,signature,bitcoin
41,306,privacy,bitcoin
42,303,trading,bitcoin
43,302,testnet,bitcoin
44,297,wallet-recovery,bitcoin
45,291,raw-transaction,bitcoin
46,289,difficulty,bitcoin
47,282,buy-bitcoins,bitcoin
48,273,currencies,bitcoin
49,258,multibit,bitcoin
0,815,syntax,linguistics
1,790,english,linguistics
2,730,phonology,linguistics
3,715,phonetics,linguistics
4,692,terminology,linguistics
5,564,etymology,linguistics
6,544,historical-linguistics,linguistics
7,481,computational-linguistics,linguistics
8,464,semantics,linguistics
9,383,grammar,linguistics
10,369,morphology,linguistics
11,254,reference-request,linguistics
12,233,ipa,linguistics
13,226,linguistic-typology,linguistics
14,218,orthography,linguistics
15,210,proto-indo-european,linguistics
16,208,pronunciation,linguistics
17,208,verbs,linguistics
18,203,corpora,linguistics
19,198,cross-linguistic,linguistics
20,194,list-of-languages,linguistics
21,182,latin,linguistics
22,179,syntax-trees,linguistics
23,179,resource-request,linguistics
24,162,phonemes,linguistics
25,152,vowels,linguistics
26,151,language-change,linguistics
27,149,comparative-linguistics,linguistics
28,142,french,linguistics
29,140,greek,linguistics
30,138,theoretical-linguistics,linguistics
31,135,parts-of-speech,linguistics
32,134,sociolinguistics,linguistics
33,131,language-acquisition,linguistics
34,128,indo-european,linguistics
35,124,cases,linguistics
36,124,written-language,linguistics
37,122,arabic,linguistics
38,118,germanic-languages,linguistics
39,112,nlp,linguistics
40,109,sound-change,linguistics
41,108,writing-systems,linguistics
42,107,psycholinguistics,linguistics
43,105,german,linguistics
44,102,romance-languages,linguistics
45,102,dialects,linguistics
46,101,history,linguistics
47,97,chinese,linguistics
48,97,lexical-semantics,linguistics
49,92,pronoun,linguistics
0,2304,human-biology,biology
1,2084,genetics,biology
2,1977,evolution,biology
3,1813,species-identification,biology
4,1744,biochemistry,biology
5,1465,molecular-biology,biology
6,1402,cell-biology,biology
7,1266,zoology,biology
8,1241,botany,biology
9,1192,neuroscience,biology
10,1109,dna,biology
11,1103,entomology,biology
12,903,bioinformatics,biology
13,840,physiology,biology
14,805,microbiology,biology
15,774,proteins,biology
16,590,immunology,biology
17,557,bacteriology,biology
18,554,molecular-genetics,biology
19,532,homework,biology
20,497,human-anatomy,biology
21,470,brain,biology
22,460,metabolism,biology
23,459,ecology,biology
24,453,terminology,biology
25,440,neurophysiology,biology
26,430,plant-physiology,biology
27,402,virology,biology
28,395,human-genetics,biology
29,386,reproduction,biology
30,377,cancer,biology
31,368,pharmacology,biology
32,349,pathology,biology
33,327,dna-sequencing,biology
34,326,lab-techniques,biology
35,321,gene-expression,biology
36,317,enzymes,biology
37,312,human-physiology,biology
38,311,food,biology
39,305,population-genetics,biology
40,301,ornithology,biology
41,289,rna,biology
42,279,photosynthesis,biology
43,275,vision,biology
44,273,hematology,biology
45,266,cardiology,biology
46,259,biophysics,biology
47,258,theoretical-biology,biology
48,249,muscles,biology
49,247,eyes,biology
0,11348,plotting,mathematica
1,6251,list-manipulation,mathematica
2,4990,differential-equations,mathematica
3,4433,equation-solving,mathematica
4,3578,graphics,mathematica
5,3103,calculus-and-analysis,mathematica
6,2656,functions,mathematica
7,2513,matrix,mathematica
8,2404,numerical-integration,mathematica
9,2184,performance-tuning,mathematica
10,1785,function-construction,mathematica
11,1677,simplifying-expressions,mathematica
12,1621,graphs-and-networks,mathematica
13,1616,bugs,mathematica
14,1602,manipulate,mathematica
15,1574,graphics3d,mathematica
16,1538,front-end,mathematica
17,1529,numerics,mathematica
18,1478,export,mathematica
19,1443,mathematical-optimization,mathematica
20,1389,programming,mathematica
21,1382,probability-or-statistics,mathematica
22,1343,image-processing,mathematica
23,1286,fitting,mathematica
24,1278,import,mathematica
25,1229,evaluation,mathematica
26,1204,dynamic,mathematica
27,1128,replacement,mathematica
28,1108,linear-algebra,mathematica
29,1106,pattern-matching,mathematica
30,1072,symbolic,mathematica
31,1064,warning-messages,mathematica
32,1032,output-formatting,mathematica
33,1009,notebooks,mathematica
34,983,string-manipulation,mathematica
35,936,special-functions,mathematica
36,914,color,mathematica
37,879,table,mathematica
38,860,complex,mathematica
39,774,interpolation,mathematica
40,759,regions,mathematica
41,726,syntax,mathematica
42,713,parallelization,mathematica
43,704,packages,mathematica
44,695,polynomials,mathematica
45,685,summation,mathematica
46,681,random,mathematica
47,675,formatting,mathematica
48,654,data,mathematica
49,646,finite-element-method,mathematica
0,1149,cognitive-psychology,psychology
1,793,neuroscience,psychology
2,724,social-psychology,psychology
3,463,cognitive-neuroscience,psychology
4,416,perception,psychology
5,387,emotion,psychology
6,366,learning,psychology
7,349,personality,psychology
8,347,memory,psychology
9,346,measurement,psychology
10,344,reference-request,psychology
11,314,abnormal-psychology,psychology
12,306,terminology,psychology
13,266,methodology,psychology
14,249,experimental-psychology,psychology
15,244,theoretical-neuroscience,psychology
16,233,vision,psychology
17,224,intelligence,psychology
18,187,motivation,psychology
19,187,cognitive-modeling,psychology
20,179,developmental-psychology,psychology
21,160,bias,psychology
22,159,eeg,psychology
23,151,computational-modeling,psychology
24,148,statistics,psychology
25,143,consciousness,psychology
26,142,test,psychology
27,142,decision-making,psychology
28,142,psychology,psychology
29,136,sleep,psychology
30,133,language,psychology
31,132,neurophysiology,psychology
32,131,neural-network,psychology
33,131,clinical-psychology,psychology
34,121,dreams,psychology
35,112,neuroimaging,psychology
36,111,psychiatry,psychology
37,111,behavior,psychology
38,108,brain,psychology
39,107,performance,psychology
40,106,depression,psychology
41,100,sexuality,psychology
42,95,attention,psychology
43,95,iq,psychology
44,95,philosophy-of-mind,psychology
45,89,neuroanatomy,psychology
46,88,fmri,psychology
47,87,io-psychology,psychology
48,83,behaviorism,psychology
49,82,educational-psychology,psychology
0,8488,algorithms,cs
1,3998,complexity-theory,cs
2,3605,graphs,cs
3,2254,formal-languages,cs
4,1784,turing-machines,cs
5,1666,time-complexity,cs
6,1652,algorithm-analysis,cs
7,1630,data-structures,cs
8,1580,computability,cs
9,1348,optimization,cs
10,1345,automata,cs
11,1321,regular-languages,cs
12,1262,finite-automata,cs
13,1248,context-free,cs
14,1158,np-complete,cs
15,1091,asymptotics,cs
16,1038,terminology,cs
17,1002,machine-learning,cs
18,997,formal-grammars,cs
19,984,reductions,cs
20,882,reference-request,cs
21,862,computer-architecture,cs
22,847,runtime-analysis,cs
23,822,programming-languages,cs
24,781,logic,cs
25,684,sorting,cs
26,669,undecidability,cs
27,648,dynamic-programming,cs
28,635,trees,cs
29,631,computational-geometry,cs
30,594,regular-expressions,cs
31,588,operating-systems,cs
32,567,np-hard,cs
33,555,proof-techniques,cs
34,544,combinatorics,cs
35,542,search-algorithms,cs
36,529,recurrence-relation,cs
37,510,shortest-path,cs
38,499,np,cs
39,484,compilers,cs
40,463,artificial-intelligence,cs
41,456,satisfiability,cs
42,437,binary-trees,cs
43,430,type-theory,cs
44,429,lambda-calculus,cs
45,426,approximation,cs
46,420,neural-networks,cs
47,413,arrays,cs
48,404,recursion,cs
49,399,pushdown-automata,cs
0,7834,organic-chemistry,chemistry
1,3636,inorganic-chemistry,chemistry
2,3426,physical-chemistry,chemistry
3,2511,acid-base,chemistry
4,2172,reaction-mechanism,chemistry
5,1962,thermodynamics,chemistry
