,name,count,skills
29,russian,25,languagelearning
30,language comparison,25,languagelearning
31,hebrew,23,languagelearning
32,graded readers,21,languagelearning
34,native language,21,languagelearning
36,flash cards,19,languagelearning
37,proficiency,17,languagelearning
39,language exchange,16,languagelearning
40,cefr,16,languagelearning
41,translation,14,languagelearning
43,duolingo,13,languagelearning
44,memorization,13,languagelearning
47,exams,12,languagelearning
48,certifications,12,languagelearning
4,convolutional neural networks,709,ai
6,ai design,310,ai
11,comparison,248,ai
13,image recognition,228,ai
15,philosophy,202,ai
16,recurrent neural networks,189,ai
17,game ai,186,ai
18,q learning,184,ai
19,datasets,177,ai
20,long short term memory,175,ai
23,backpropagation,154,ai
25,agi,139,ai
26,genetic algorithms,130,ai
27,definitions,124,ai
29,dqn,117,ai
31,loss functions,113,ai
32,deep rl,113,ai
34,deep network,106,ai
35,gradient descent,106,ai
38,ai basics,99,ai
39,object detection,92,ai
40,theory,89,ai
41,object recognition,89,ai
44,models,80,ai
45,evolutionary algorithms,79,ai
46,policy gradients,79,ai
47,papers,78,ai
48,generative adversarial networks,77,ai
49,markov decision process,70,ai
0,smart home,225,iot
1,mqtt,215,iot
4,alexa,116,iot
9,amazon echo,83,iot
11,google home,79,iot
17,protocols,57,iot
19,lora,54,iot
20,zigbee,51,iot
22,mosquitto,48,iot
23,google assistant,43,iot
24,lorawan,42,iot
25,samsung smartthings,39,iot
26,bluetooth low energy,38,iot
27,smart plugs,36,iot
29,data transfer,32,iot
30,power consumption,31,iot
33,system architecture,27,iot
35,philips hue,26,iot
36,smart lights,25,iot
37,mobile data,23,iot
38,home assistant,22,iot
39,ifttt,21,iot
41,zwave,21,iot
42,standards,20,iot
43,digital cameras,20,iot
44,microsoft windows iot,20,iot
49,gps,17,iot
6,jenkins pipeline,183,devops
10,containers,120,devops
14,gitlab,103,devops
16,jenkins plugins,97,devops
18,continuous deployment,89,devops
19,dockerfile,82,devops
20,culture,82,devops
25,monitoring,72,devops
26,cicd,60,devops
28,configuration management,59,devops
29,jenkinsfile,56,devops
33,azure pipelines,52,devops
37,continuous delivery,49,devops
39,cloud,45,devops
40,build pipeline,44,devops
41,gitlab ci runner,44,devops
42,docker swarm,43,devops
43,amazon ecs,43,devops
46,bitbucket,38,devops
47,salt,36,devops
1,rna seq,371,bioinformatics
3,scrnaseq,150,bioinformatics
4,alignment,139,bioinformatics
5,bam,135,bioinformatics
6,sequence alignment,129,bioinformatics
7,fasta,122,bioinformatics
8,bioconductor,122,bioinformatics
9,sequencing,115,bioinformatics
10,gene,113,bioinformatics
11,vcf,109,bioinformatics
12,phylogenetics,109,bioinformatics
14,phylogeny,103,bioinformatics
15,genome,100,bioinformatics
17,seurat,96,bioinformatics
19,annotation,92,bioinformatics
21,blast,85,bioinformatics
22,samtools,84,bioinformatics
23,snp,84,bioinformatics
24,single cell,79,bioinformatics
25,ngs,78,bioinformatics
26,sequence analysis,78,bioinformatics
27,protein structure,75,bioinformatics
28,public databases,71,bioinformatics
30,variant calling,68,bioinformatics
31,fastq,66,bioinformatics
32,nanopore,64,bioinformatics
34,differential expression,63,bioinformatics
36,read mapping,61,bioinformatics
42,pdb,53,bioinformatics
43,transcriptome,51,bioinformatics
44,networks,50,bioinformatics
48,ncbi,47,bioinformatics
0,quantum gate,519,quantumcomputing
2,quantum state,442,quantumcomputing
3,qiskit,394,quantumcomputing
6,circuit construction,253,quantumcomputing
7,entanglement,247,quantumcomputing
8,ibm q experience,227,quantumcomputing
11,error correction,144,quantumcomputing
13,grovers algorithm,124,quantumcomputing
15,physical realization,101,quantumcomputing
17,nielsen and chuang,98,quantumcomputing
18,gate synthesis,94,quantumcomputing
19,density matrix,90,quantumcomputing
20,physical qubit,78,quantumcomputing
22,quantum operation,73,quantumcomputing
23,classical computing,69,quantumcomputing
24,q#,66,quantumcomputing
25,hamiltonian simulation,66,quantumcomputing
27,matrix representation,63,quantumcomputing
28,quantum channel,62,quantumcomputing
29,bloch sphere,57,quantumcomputing
30,teleportation,55,quantumcomputing
31,shors algorithm,55,quantumcomputing
32,speedup,53,quantumcomputing
33,hhl algorithm,52,quantumcomputing
34,cirq,52,quantumcomputing
37,tensor product,50,quantumcomputing
38,pauli gates,49,quantumcomputing
39,quantum fourier transform,49,quantumcomputing
40,superposition,45,quantumcomputing
41,universal gates,43,quantumcomputing
43,experiment,40,quantumcomputing
44,d wave,40,quantumcomputing
45,quantum advantage,39,quantumcomputing
46,unitarity,38,quantumcomputing
47,notation,38,quantumcomputing
48,decoherence,37,quantumcomputing
1,mixed integer programming,224,or
4,solver,75,or
6,integer programming,73,or
7,cplex,71,or
9,constraint,60,or
10,nonlinear programming,57,or
11,linearization,56,or
12,constraint programming,53,or
13,combinatorial optimization,51,or
15,gurobi,38,or
16,binary variable,34,or
18,or tools,32,or
19,convexity,31,or
20,vehicle routing,31,or
21,pyomo,25,or
22,big m,24,or
23,logical constraints,24,or
24,computational complexity,24,or
25,simplex,24,or
27,quadratic programming,22,or
28,inventory,22,or
29,column generation,21,or
31,duality,20,or
33,traveling salesman,19,or
35,heuristics,18,or
36,online resources,17,or
37,nonconvex programming,17,or
38,convex optimization,17,or
39,branch and bound,14,or
40,metaheuristics,14,or
41,stochastic programming,14,or
42,docplex,13,or
43,queuing theory,12,or
44,ampl,12,or
46,assignment problem,12,or
49,benders decomposition,11,or
0,density functional theory,84,materials
3,electronic structure,20,materials
4,molecular modeling,18,materials
5,molecular dynamics,17,materials
6,ab initio calculations,15,materials
7,basis sets,14,materials
8,vasp,13,materials
9,surfaces,11,materials
11,quantum espresso,10,materials
12,magnetism,10,materials
14,q chem,9,materials
15,model hamiltonians,8,materials
16,intermolecular forces,8,materials
17,vibrations,7,materials
18,quantum monte carlo,7,materials
19,high performance computing,7,materials
23,periodic system,6,materials
25,pseudopotentials,5,materials
26,phonons,5,materials
28,molecular interactions,5,materials
30,molpro,5,materials
31,functional,5,materials
32,band structure,5,materials
33,qmmm,5,materials
34,pdynamo,4,materials
35,charmm,4,materials
36,orca,4,materials
37,cif,4,materials
39,gpaw,4,materials
40,interatomic potentials,4,materials
42,mathematical modeling,4,materials
44,gibbs free energy,4,materials
45,relativistic,4,materials
46,kohn sham,4,materials
47,configuration interaction,3,materials
48,forcefields,3,materials
49,phonopy,3,materials
