,name,count,skills
83,schizophrenia,48,psychology
84,unconscious,47,psychology
85,meditation,46,psychology
86,mathematical ability,45,psychology
87,adhd,43,psychology
88,fear,43,psychology
89,creativity,42,psychology
90,physical attraction,42,psychology
92,personality disorder,42,psychology
93,hearing,41,psychology
95,reaction time,39,psychology
96,psychoanalysis,39,psychology
97,cross cultural psychology,39,psychology
98,human factors,39,psychology
99,eye movement,39,psychology
1,complexity theory,4199,cs
2,graphs,3786,cs
3,formal languages,2351,cs
6,algorithm analysis,1710,cs
10,automata,1413,cs
11,regular languages,1412,cs
12,finite automata,1338,cs
16,formal grammars,1051,cs
20,computer architecture,909,cs
22,runtime analysis,878,cs
26,undecidability,710,cs
27,dynamic programming,696,cs
30,regular expressions,626,cs
32,np hard,595,cs
33,proof techniques,595,cs
35,search algorithms,565,cs
36,recurrence relation,557,cs
40,satisfiability,485,cs
42,binary trees,469,cs
46,arrays,443,cs
47,approximation,438,cs
48,pushdown automata,425,cs
50,decision problem,412,cs
51,pumping lemma,407,cs
53,strings,402,cs
54,space complexity,389,cs
56,computation models,384,cs
58,graph traversal,362,cs
59,parsers,340,cs
60,sets,331,cs
63,closure properties,322,cs
66,halting problem,311,cs
68,correctness proof,302,cs
69,greedy algorithms,299,cs
70,nondeterminism,298,cs
71,computer networks,288,cs
72,search trees,286,cs
73,parallel computing,275,cs
74,information theory,262,cs
75,landau notation,259,cs
77,weighted graphs,257,cs
78,efficiency,257,cs
81,arithmetic,246,cs
82,memory management,245,cs
84,network flow,243,cs
87,circuits,221,cs
88,cpu cache,219,cs
89,database theory,218,cs
92,boolean algebra,212,cs
94,data compression,208,cs
95,knapsack problems,206,cs
96,heaps,205,cs
97,heuristics,205,cs
98,hash tables,203,cs
0,organic chemistry,8327,chemistry
1,inorganic chemistry,3860,chemistry
2,physical chemistry,3692,chemistry
3,acid base,2601,chemistry
4,reaction mechanism,2312,chemistry
6,everyday chemistry,1515,chemistry
7,electrochemistry,1408,chemistry
8,experimental chemistry,1374,chemistry
9,equilibrium,1332,chemistry
10,quantum chemistry,1209,chemistry
11,redox,1199,chemistry
13,aqueous solution,986,chemistry
14,computational chemistry,955,chemistry
17,kinetics,878,chemistry
18,solubility,857,chemistry
20,analytical chemistry,835,chemistry
21,solutions,796,chemistry
22,aromatic compounds,748,chemistry
23,ph,735,chemistry
24,coordination compounds,668,chemistry
25,stereochemistry,655,chemistry
26,synthesis,649,chemistry
27,gas laws,619,chemistry
28,spectroscopy,609,chemistry
30,concentration,596,chemistry
31,molecular orbital theory,595,chemistry
32,molecular structure,590,chemistry
33,carbonyl compounds,585,chemistry
34,stoichiometry,574,chemistry
36,ions,554,chemistry
37,home experiment,541,chemistry
39,orbitals,502,chemistry
40,theoretical chemistry,497,chemistry
41,metal,486,chemistry
42,electronic configuration,469,chemistry
43,polymers,459,chemistry
44,alcohols,459,chemistry
45,crystal structure,455,chemistry
47,enthalpy,450,chemistry
48,transition metals,447,chemistry
49,halides,444,chemistry
51,electrolysis,430,chemistry
52,titration,424,chemistry
53,stability,423,chemistry
54,atoms,418,chemistry
55,nmr spectroscopy,401,chemistry
56,heat,398,chemistry
58,resonance,385,chemistry
59,ionic compounds,380,chemistry
60,food chemistry,376,chemistry
61,molecules,375,chemistry
62,combustion,370,chemistry
63,oxidation state,342,chemistry
65,reactivity,337,chemistry
66,materials,333,chemistry
67,hydrocarbons,331,chemistry
70,hybridization,319,chemistry
71,solvents,316,chemistry
72,intermolecular forces,314,chemistry
74,periodic trends,289,chemistry
75,solid state chemistry,278,chemistry
76,nucleophilic substitution,265,chemistry
77,hydrogen,260,chemistry
78,elements,257,chemistry
79,catalysis,256,chemistry
81,isomers,247,chemistry
82,boiling point,244,chemistry
83,amines,242,chemistry
84,covalent compounds,232,chemistry
85,mole,229,chemistry
87,free energy,221,chemistry
89,metallurgy,218,chemistry
90,chirality,217,chemistry
91,photochemistry,211,chemistry
92,periodic table,210,chemistry
93,vapor pressure,209,chemistry
94,hydrogen bond,209,chemistry
95,melting point,207,chemistry
96,equipment,199,chemistry
97,electronegativity,199,chemistry
99,chromatography,192,chemistry
1,visualforce,15872,salesforce
2,marketing cloud,10058,salesforce
3,lightning aura components,8646,salesforce
5,lightning,5993,salesforce
6,soql,4884,salesforce
8,unit test,4048,salesforce
9,lightning web components,3698,salesforce
10,community,3527,salesforce
12,ampscript,2464,salesforce
15,salesforcedx,1880,salesforce
16,lightning experience,1733,salesforce
17,managed package,1686,salesforce
20,formula,1381,salesforce
21,process builder,1379,salesforce
24,visual workflow,1328,salesforce
26,custom object,1317,salesforce
27,journeybuilder,1313,salesforce
28,soap api,1287,salesforce
29,controller,1278,salesforce
32,dataextensions,1180,salesforce
34,email template,1078,salesforce
35,visualforce component,1077,salesforce
36,code coverage,1020,salesforce
37,metadata api,1005,salesforce
38,callout,991,salesforce
39,custom button,988,salesforce
40,case,978,salesforce
41,formula field,947,salesforce
42,class,942,salesforce
43,opportunity,930,salesforce
44,picklist,917,salesforce
45,chatter,893,salesforce
46,lookup,890,salesforce
47,lightning apps,867,salesforce
51,force.com,826,salesforce
52,aura,824,salesforce
53,webservices,807,salesforce
55,data loader,781,salesforce
56,lightning design system,781,salesforce
57,profile,777,salesforce
59,scheduled apex,774,salesforce
61,validation rule,759,salesforce
63,force.com sites,751,salesforce
69,account,709,salesforce
70,governorlimits,708,salesforce
73,metadata,669,salesforce
74,attachment,652,salesforce
75,sharing,640,salesforce
76,contact,621,salesforce
78,ssjs,609,salesforce
80,sandbox,600,salesforce
81,approval process,580,salesforce
83,automationstudio,566,salesforce
84,record type,555,salesforce
85,leads,551,salesforce
86,customer community,550,salesforce
90,marketing cloud connect,507,salesforce
91,appexchange,502,salesforce
92,apexrest,498,salesforce
93,sobject,494,salesforce
94,salesforcedx cli,490,salesforce
97,single sign on,481,salesforce
98,lightning community,479,salesforce
99,salesforce id,478,salesforce
0,expresso store,973,expressionengine
2,channel entries,737,expressionengine
3,cartthrob,567,expressionengine
6,solspace freeform,526,expressionengine
7,solspace,496,expressionengine
10,stash,408,expressionengine
11,members,404,expressionengine
12,safecracker,401,expressionengine
13,playa,397,expressionengine
14,add on,389,expressionengine
15,control panel,321,expressionengine
17,relationships,309,expressionengine
18,pixelandtonic,289,expressionengine
19,wygwam,284,expressionengine
20,channel,271,expressionengine
21,file uploads,267,expressionengine
25,multi site manager,247,expressionengine
27,structure,232,expressionengine
28,add on development,232,expressionengine
29,low search,224,expressionengine
30,custom fields,218,expressionengine
33,module,209,expressionengine
37,plugin,178,expressionengine
38,solspace calendar,174,expressionengine
40,devdemon,158,expressionengine
43,zoo visitor,138,expressionengine
46,extension,133,expressionengine
47,fieldtype,126,expressionengine
48,entries,125,expressionengine
49,solspace user,124,expressionengine
51,expresso,122,expressionengine
52,supersearch,122,expressionengine
53,low variables,118,expressionengine
55,channel images,118,expressionengine
57,channel form,117,expressionengine
61,php errors,113,expressionengine
64,file manager,110,expressionengine
65,parse order,105,expressionengine
68,config,100,expressionengine
70,embeds,97,expressionengine
71,fields,91,expressionengine
72,ee,89,expressionengine
74,freemember,79,expressionengine
75,hook,79,expressionengine
76,segments,79,expressionengine
77,transcribe,77,expressionengine
78,status,73,expressionengine
79,google maps for ee,73,expressionengine
80,payment gateway,71,expressionengine
81,postmaster,70,expressionengine
84,ce image,69,expressionengine
85,entry,69,expressionengine
87,forum,67,expressionengine
91,ifelse,62,expressionengine
94,shipping,62,expressionengine
95,solspace tag,61,expressionengine
96,url title,61,expressionengine
97,checkout,61,expressionengine
0,recycling,186,sustainability
1,solar power,147,sustainability
3,environmental impact,115,sustainability
4,energy efficiency,112,sustainability
5,waste,106,sustainability
6,home,105,sustainability
10,composting,95,sustainability
11,heating,93,sustainability
12,plastic,90,sustainability
13,carbon footprint,78,sustainability
14,reuse,66,sustainability
15,renewables,64,sustainability
16,transport,61,sustainability
17,electricity generation,59,sustainability
18,gardening,56,sustainability
19,pollution,49,sustainability
20,diy,47,sustainability
21,life cycle analysis,44,sustainability
22,cars,44,sustainability
23,wind power,43,sustainability
24,ecological footprint,42,sustainability
25,paper,40,sustainability
26,greenhouse gas emissions,39,sustainability
27,photovoltaics,38,sustainability
30,cooling,33,sustainability
31,water management,31,sustainability
32,defining sustainability,31,sustainability
33,packaging,31,sustainability
34,fuel efficiency,31,sustainability
35,water heating,30,sustainability
36,building materials,28,sustainability
37,plants,28,sustainability
38,permaculture,28,sustainability
39,light,27,sustainability
40,city living,27,sustainability
41,animals,26,sustainability
42,pest management,25,sustainability
43,waste minimisation,25,sustainability
45,usa,24,sustainability
46,aquaponics,23,sustainability
47,cooking,23,sustainability
48,biodegradable waste,23,sustainability
49,vermicomposting,22,sustainability
50,insulation,22,sustainability
51,solar thermal,22,sustainability
52,economy,22,sustainability
53,air conditioning,22,sustainability
54,farming,22,sustainability
55,energy use,22,sustainability
56,clothing,20,sustainability
57,carbon sequestration,20,sustainability
58,decarbonisation,19,sustainability
59,construction,19,sustainability
60,manufacturing,19,sustainability
61,energy management,18,sustainability
62,meat,18,sustainability
63,consumption,18,sustainability
64,lifestyle,18,sustainability
65,food storage,18,sustainability
66,electric vehicles,18,sustainability
67,air pollution,17,sustainability
68,plastic alternatives,17,sustainability
69,toxic chemicals,17,sustainability
70,waste water,17,sustainability
71,natural gas,17,sustainability
72,green it,16,sustainability
73,vehicle,16,sustainability
74,personal hygiene,16,sustainability
75,building physics,15,sustainability
77,building,15,sustainability
78,toilet,15,sustainability
79,apartment,15,sustainability
80,husbandry,15,sustainability
81,pesticides,14,sustainability
84,forestry,14,sustainability
85,global warming,14,sustainability
86,uk,14,sustainability
88,biofuels,13,sustainability
89,health,13,sustainability
90,firewood,13,sustainability
91,greywater,12,sustainability
93,compostable plastic,12,sustainability
94,agriculture,12,sustainability
95,hygiene,11,sustainability
96,population,11,sustainability
97,computing,11,sustainability
98,food waste,11,sustainability
99,biogas,11,sustainability
0,ida,1646,reverseengineering
1,disassembly,1023,reverseengineering
5,binary analysis,448,reverseengineering
6,ollydbg,416,reverseengineering
8,decompilation,361,reverseengineering
9,firmware,354,reverseengineering
15,idapython,272,reverseengineering
18,gdb,226,reverseengineering
19,elf,201,reverseengineering
20,pe,198,reverseengineering
23,static analysis,182,reverseengineering
25,dll,172,reverseengineering
28,ghidra,161,reverseengineering
30,unpacking,158,reverseengineering
32,decryption,150,reverseengineering
33,windbg,143,reverseengineering
35,obfuscation,137,reverseengineering
37,anti debugging,127,reverseengineering
38,deobfuscation,125,reverseengineering
39,dynamic analysis,115,reverseengineering
40,binary,111,reverseengineering
42,executable,105,reverseengineering
43,disassemblers,105,reverseengineering
44,hexrays,101,reverseengineering
45,patching,100,reverseengineering
47,idapro plugins,90,reverseengineering
49,patch reversing,86,reverseengineering
52,decompress,83,reverseengineering
53,function hooking,79,reverseengineering
54,breakpoint,79,reverseengineering
55,hex,79,reverseengineering
57,serial communication,76,reverseengineering
58,apk,75,reverseengineering
59,mips,74,reverseengineering
60,stack,72,reverseengineering
61,decompile,70,reverseengineering
63,encodings,69,reverseengineering
64,kernel mode,68,reverseengineering
66,crackme,66,reverseengineering
67,shellcode,64,reverseengineering
69,winapi,63,reverseengineering
70,decompiler,62,reverseengineering
72,crc,62,reverseengineering
73,immunity debugger,60,reverseengineering
77,dll injection,56,reverseengineering
78,binary format,51,reverseengineering
79,qemu,50,reverseengineering
80,driver,49,reverseengineering
81,idapro sdk,49,reverseengineering
84,byte code,46,reverseengineering
86,dumping,44,reverseengineering
87,packers,44,reverseengineering
89,ida plugin,43,reverseengineering
90,firmware analysis,42,reverseengineering
91,register,42,reverseengineering
92,memory dump,40,reverseengineering
93,objdump,40,reverseengineering
95,struct,40,reverseengineering
96,digital forensics,39,reverseengineering
97,gcc,37,reverseengineering
2,switch,1692,networkengineering
4,vlan,1081,networkengineering
8,tcp,644,networkengineering
9,cisco asa,605,networkengineering
14,bgp,549,networkengineering
15,subnet,537,networkengineering
17,cisco ios,525,networkengineering
18,juniper,421,networkengineering
19,protocol theory,414,networkengineering
20,switching,410,networkengineering
23,mac address,375,networkengineering
24,ospf,372,networkengineering
29,cisco catalyst,305,networkengineering
30,arp,300,networkengineering
33,spanning tree,284,networkengineering
35,lan,269,networkengineering
36,juniper junos,262,networkengineering
37,ipsec,258,networkengineering
39,wireshark,254,networkengineering
40,ping,238,networkengineering
41,packet tracer,223,networkengineering
42,cable,221,networkengineering
43,qos,220,networkengineering
44,acl,202,networkengineering
45,fiber,201,networkengineering
46,multicast,198,networkengineering
47,cisco commands,195,networkengineering
48,snmp,190,networkengineering
50,udp,178,networkengineering
51,transport protocol,168,networkengineering
53,cabling,159,networkengineering
54,trunk,158,networkengineering
55,isp,154,networkengineering
56,mpls,152,networkengineering
57,osi,148,networkengineering
60,broadcast,142,networkengineering
61,packet analysis,135,networkengineering
62,network core,131,networkengineering
64,wan,130,networkengineering
65,hp,129,networkengineering
66,tunnel,128,networkengineering
69,access point,122,networkengineering
70,sonicwall,116,networkengineering
71,icmp,116,networkengineering
72,voip,115,networkengineering
73,rfc,111,networkengineering
74,cisco nexus,109,networkengineering
75,traceroute,105,networkengineering
76,eigrp,105,networkengineering
77,fortigate,104,networkengineering
78,network access,103,networkengineering
79,mtu,102,networkengineering
82,bridge,98,networkengineering
83,redundancy,97,networkengineering
84,hp procurve,96,networkengineering
85,sdn,96,networkengineering
86,juniper srx,95,networkengineering
87,pfsense,91,networkengineering
88,sfp,88,networkengineering
89,failover,88,networkengineering
90,speed,86,networkengineering
92,latency,85,networkengineering
96,juniper ex,78,networkengineering
98,packet loss,74,networkengineering
0,ag.algebraic geometry,17160,mathoverflow.net
4,dg.differential geometry,6818,mathoverflow.net
5,fa.functional analysis,6725,mathoverflow.net
6,at.algebraic topology,6565,mathoverflow.net
9,rt.representation theory,5348,mathoverflow.net
12,ac.commutative algebra,4258,mathoverflow.net
16,gn.general topology,3433,mathoverflow.net
18,gt.geometric topology,3163,mathoverflow.net
19,ap.analysis of pdes,2957,mathoverflow.net
20,mg.metric geometry,2847,mathoverflow.net
21,ca.classical analysis and odes,2527,mathoverflow.net
23,complex geometry,2392,mathoverflow.net
24,cv.complex variables,2378,mathoverflow.net
25,ra.rings and algebras,2373,mathoverflow.net
26,homotopy theory,2257,mathoverflow.net
30,analytic number theory,2062,mathoverflow.net
31,homological algebra,2048,mathoverflow.net
34,ds.dynamical systems,1850,mathoverflow.net
36,lie algebras,1725,mathoverflow.net
37,mp.mathematical physics,1685,mathoverflow.net
39,algebraic groups,1662,mathoverflow.net
40,oa.operator algebras,1592,mathoverflow.net
42,arithmetic geometry,1535,mathoverflow.net
49,banach spaces,1196,mathoverflow.net
50,sg.symplectic geometry,1193,mathoverflow.net
53,discrete geometry,1123,mathoverflow.net
54,inequalities,1113,mathoverflow.net
55,computational complexity,1076,mathoverflow.net
57,modular forms,1062,mathoverflow.net
58,cohomology,1059,mathoverflow.net
60,na.numerical analysis,1003,mathoverflow.net
61,harmonic analysis,984,mathoverflow.net
64,smooth manifolds,909,mathoverflow.net
65,oc.optimization and control,904,mathoverflow.net
66,higher category theory,878,mathoverflow.net
67,model theory,829,mathoverflow.net
68,vector bundles,823,mathoverflow.net
70,algebraic curves,782,mathoverflow.net
71,kt.k theory and homology,756,mathoverflow.net
72,sp.spectral theory,749,mathoverflow.net
73,convex polytopes,733,mathoverflow.net
74,moduli spaces,725,mathoverflow.net
75,sheaf theory,724,mathoverflow.net
76,computability theory,714,mathoverflow.net
77,forcing,708,mathoverflow.net
78,knot theory,707,mathoverflow.net
79,sobolev spaces,706,mathoverflow.net
80,elliptic pde,694,mathoverflow.net
81,convex geometry,692,mathoverflow.net
82,ergodic theory,685,mathoverflow.net
85,geometric group theory,667,mathoverflow.net
86,qa.quantum algebra,664,mathoverflow.net
87,group cohomology,654,mathoverflow.net
89,abelian varieties,647,mathoverflow.net
91,diophantine equations,634,mathoverflow.net
92,hyperbolic geometry,626,mathoverflow.net
93,simplicial stuff,613,mathoverflow.net
94,c star algebras,605,mathoverflow.net
97,automorphic forms,599,mathoverflow.net
98,random matrices,592,mathoverflow.net
99,finite fields,580,mathoverflow.net
0,orbital mechanics,1302,space
1,spacex,1159,space
2,mars,1041,space
3,rockets,936,space
4,launch,902,space
5,iss,854,space
6,artificial satellite,678,space
7,the moon,660,space
8,nasa,621,space
9,apollo program,613,space
10,crewed spaceflight,521,space
12,orbit,479,space
13,propulsion,449,space
14,space shuttle,447,space
15,spacecraft,435,space
17,reentry,338,space
18,engines,337,space
19,fuel,327,space
20,low earth orbit,305,space
21,landing,302,space
22,engine design,292,space
24,orbital maneuver,276,space
25,atmosphere,269,space
28,probe,245,space
30,planetary science,234,space
31,astronauts,228,space
32,colonization,225,space
33,identify this object,215,space
34,trajectory,211,space
35,rovers,199,space
36,attitude,195,space
38,cubesat,183,space
39,debris,182,space
40,falcon heavy,181,space
41,spacesuits,179,space
42,asteroid,172,space
43,radiation,172,space
44,interstellar travel,166,space
45,interplanetary,166,space
46,soyuz spacecraft,159,space
47,communication satellite,157,space
50,mission design,151,space
51,space station,147,space
52,failure,147,space
53,venus,147,space
55,launch site,141,space
56,lunar landing,139,space
57,microgravity,138,space
58,orbital elements,137,space
59,design alternative,136,space
60,liquid fuel,135,space
61,voyager,134,space
63,radio communication,131,space
64,deep space,127,space
66,delta v,123,space
67,geostationary,123,space
68,launch vehicle,122,space
69,photography,120,space
72,eva,117,space
73,ion thruster,117,space
74,gravity assist,116,space
76,lagrangian points,115,space
77,engineering,115,space
78,curiosity,114,space
80,imaging,114,space
81,lander,111,space
82,spacex starship,111,space
83,earth,110,space
84,saturn v,110,space
85,jupiter,108,space
86,cost,107,space
88,life,105,space
90,russia,102,space
91,new horizons,101,space
92,atmospheric drag,100,space
94,technology,96,space
95,earth observation,96,space
96,the sun,96,space
98,aerodynamics,96,space
99,space telescope,95,space
0,star,813,astronomy
2,observational astronomy,640,astronomy
3,black hole,592,astronomy
6,planet,556,astronomy
7,galaxy,505,astronomy
8,solar system,485,astronomy
9,telescope,469,astronomy
13,amateur observing,368,astronomy
15,exoplanet,334,astronomy
18,asteroids,240,astronomy
19,distances,226,astronomy
20,radio astronomy,215,astronomy
21,milky way,195,astronomy
23,coordinate,181,astronomy
24,space time,180,astronomy
25,supernova,177,astronomy
33,natural satellites,159,astronomy
34,expansion,157,astronomy
35,space,156,astronomy
36,comets,155,astronomy
37,big bang theory,154,astronomy
39,fundamental astronomy,151,astronomy
40,data analysis,143,astronomy
41,redshift,143,astronomy
42,supermassive black hole,131,astronomy
43,gravitational waves,131,astronomy
44,stellar evolution,130,astronomy
45,solar eclipse,127,astronomy
46,dark matter,124,astronomy
48,binary star,117,astronomy
50,star formation,112,astronomy
51,neutron star,111,astronomy
53,positional astronomy,101,astronomy
55,magnetic field,99,astronomy
56,spectra,97,astronomy
58,observable universe,92,astronomy
59,planetary formation,91,astronomy
62,gas giants,85,astronomy
63,luminosity,82,astronomy
64,hubble telescope,81,astronomy
65,meteor,81,astronomy
66,saturn,80,astronomy
67,stellar astrophysics,80,astronomy
69,photometry,76,astronomy
72,galactic dynamics,73,astronomy
74,dark energy,72,astronomy
76,cosmological inflation,71,astronomy
77,star systems,70,astronomy
78,night sky,70,astronomy
80,celestial mechanics,69,astronomy
81,tidal forces,68,astronomy
82,satellite,68,astronomy
84,galaxy cluster,65,astronomy
85,constellations,65,astronomy
86,cmb,65,astronomy
89,pulsar,60,astronomy
90,moon phases,59,astronomy
91,apparent magnitude,59,astronomy
92,earth like planet,56,astronomy
93,interstellar medium,56,astronomy
94,nebula,56,astronomy
95,gravitational lensing,55,astronomy
96,planetary transits,55,astronomy
97,quasars,54,astronomy
98,radio telescope,53,astronomy
99,white dwarf,52,astronomy
0,arduino uno,7456,arduino
3,arduino mega,1657,arduino
5,arduino ide,1343,arduino
6,sensors,1110,arduino
7,arduino nano,1030,arduino
15,nodemcu,504,arduino
16,lcd,500,arduino
17,interrupt,497,arduino
19,servo,458,arduino
20,library,456,arduino
21,pins,428,arduino
24,arduino due,414,arduino
25,softwareserial,412,arduino
29,timers,384,arduino
31,gsm,375,arduino
32,shields,352,arduino
33,sd card,335,arduino
34,arduino leonardo,312,arduino
35,adafruit,311,arduino
36,analogread,304,arduino
38,button,289,arduino
39,string,280,arduino
40,bootloader,279,arduino
42,attiny,264,arduino
43,arduino pro mini,262,arduino
44,voltage level,261,arduino
47,uploading,239,arduino
58,temperature sensor,202,arduino
59,arduino yun,198,arduino
60,arduino micro,185,arduino
61,arduino motor shield,181,arduino
63,ir,180,arduino
66,rgb led,177,arduino
68,avrdude,170,arduino
70,accelerometer,168,arduino
71,eeprom,167,arduino
72,stepper,165,arduino
77,rtc,150,arduino
78,xbee,147,arduino
83,raspberrypi,134,arduino
84,millis,133,arduino
86,variables,130,arduino
87,wires,129,arduino
89,memory usage,122,arduino
90,ide,117,arduino
91,teensy,117,arduino
92,datalogging,112,arduino
93,remote control,112,arduino
94,potentiometer,111,arduino
96,arduino pro micro,109,arduino
98,compilation errors,108,arduino
15,cnn,1031,datascience
17,predictive modeling,937,datascience
18,lstm,866,datascience
23,image classification,581,datascience
24,decision trees,538,datascience
25,linear regression,538,datascience
27,data cleaning,522,datascience
28,text mining,513,datascience
29,xgboost,505,datascience
31,rnn,486,datascience
32,logistic regression,482,datascience
33,convnet,468,datascience
35,machine learning model,448,datascience
37,bigdata,433,datascience
38,training,432,datascience
39,feature engineering,414,datascience
41,loss function,372,datascience
42,data science model,363,datascience
43,multiclass classification,357,datascience
44,recommender system,349,datascience
45,unsupervised learning,348,datascience
47,gradient descent,345,datascience
49,k means,341,datascience
50,preprocessing,340,datascience
52,word embeddings,329,datascience
54,feature extraction,317,datascience
56,supervised learning,282,datascience
59,autoencoder,268,datascience
63,accuracy,249,datascience
64,natural language process,248,datascience
65,anomaly detection,247,datascience
66,backpropagation,243,datascience
67,multilabel classification,240,datascience
70,dataframe,227,datascience
71,class imbalance,222,datascience
72,image recognition,222,datascience
73,overfitting,218,datascience
74,object detection,211,datascience
75,similarity,209,datascience
76,dimensionality reduction,208,datascience
79,orange,195,datascience
80,recurrent neural net,191,datascience
81,feature scaling,184,datascience
85,gan,177,datascience
86,unbalanced classes,172,datascience
87,naive bayes classifier,156,datascience
88,outlier,154,datascience
91,sentiment analysis,152,datascience
93,bert,146,datascience
94,hyperparameter tuning,144,datascience
95,metric,142,datascience
96,ensemble modeling,138,datascience
98,regularization,136,datascience
1,raytracing,339,computergraphics
4,shader,208,computergraphics
6,pathtracing,175,computergraphics
7,transformations,169,computergraphics
17,brdf,114,computergraphics
18,gpu,111,computergraphics
20,projections,83,computergraphics
21,physically based,72,computergraphics
23,global illumination,65,computergraphics
24,pbr,64,computergraphics
27,vulkan,59,computergraphics
29,shading,55,computergraphics
37,compute shader,45,computergraphics
38,shadow,44,computergraphics
39,rasterizer,44,computergraphics
40,uv mapping,42,computergraphics
41,vector graphics,42,computergraphics
45,antialiasing,39,computergraphics
48,importance sampling,37,computergraphics
50,optimisation,35,computergraphics
52,normal mapping,35,computergraphics
56,color science,32,computergraphics
57,vertex buffer object,32,computergraphics
58,clipping,31,computergraphics
61,line drawing,30,computergraphics
63,specular,29,computergraphics
64,pixel graphics,28,computergraphics
66,material,27,computergraphics
70,triangulation,26,computergraphics
72,shadow mapping,25,computergraphics
74,curve,24,computergraphics
75,buffers,24,computergraphics
77,camera matrix,24,computergraphics
79,frame buffer,23,computergraphics
81,voxelization,23,computergraphics
82,volumetric,23,computergraphics
84,bezier curve,23,computergraphics
85,gpgpu,22,computergraphics
86,mapping,21,computergraphics
87,artifacts,21,computergraphics
88,virtual reality,21,computergraphics
89,deferred rendering,21,computergraphics
90,affine transformations,20,computergraphics
91,raymarching,19,computergraphics
92,gamma,19,computergraphics
93,pixel shader,19,computergraphics
94,blur,18,computergraphics
96,depth map,18,computergraphics
97,gaussian blur,18,computergraphics
98,diffuse,18,computergraphics
1,go ethereum,5151,ethereum
3,contract development,3312,ethereum
4,truffle,2232,ethereum
7,remix,1725,ethereum
8,contract design,1663,ethereum
10,ether,1387,ethereum
12,contract deployment,1071,ethereum
13,metamask,1030,ethereum
14,private blockchain,993,ethereum
15,gas,967,ethereum
16,mining,960,ethereum
17,wallets,939,ethereum
18,contract invocation,859,ethereum
19,parity,773,ethereum
20,dapps,721,ethereum
21,ethereum wallet dapp,710,ethereum
23,mist,672,ethereum
24,dapp development,624,ethereum
25,etherscan,575,ethereum
26,events,570,ethereum
27,addresses,555,ethereum
29,evm,517,ethereum
32,contract debugging,490,ethereum
34,accounts,456,ethereum
35,myetherwallet,436,ethereum
36,testrpc,432,ethereum
37,testnets,417,ethereum
38,ethereumjs,412,ethereum
39,ropsten,412,ethereum
43,ganache,365,ethereum
45,truffle migration,354,ethereum
46,infura,327,ethereum
52,ico,291,ethereum
54,gas limit,274,ethereum
56,cpp ethereum,267,ethereum
57,truffle contract,265,ethereum
58,quorum,262,ethereum
59,abi,255,ethereum
60,solc,246,ethereum
61,gas price,246,ethereum
63,rinkeby,243,ethereum
65,proof of stake,222,ethereum
66,crowdsale,222,ethereum
68,ethereum classic,207,ethereum
69,out of gas,205,ethereum
70,balances,204,ethereum
72,truffle test,200,ethereum
76,pending transactions,192,ethereum
77,ipfs,187,ethereum
79,gas estimate,181,ethereum
80,geth debugging,177,ethereum
83,ethereumj,164,ethereum
85,bitcoin,161,ethereum
87,light clients,149,ethereum
88,golang,148,ethereum
90,the dao,145,ethereum
93,casper,136,ethereum
94,openzeppelin,136,ethereum
95,payable,133,ethereum
96,address.transfer,133,ethereum
99,compilation,125,ethereum
4,convolutional neural networks,813,ai
8,ai design,314,ai
9,comparison,301,ai
13,q learning,263,ai
16,recurrent neural networks,232,ai
17,long short term memory,208,ai
18,philosophy,204,ai
19,game ai,201,ai
20,datasets,198,ai
22,dqn,188,ai
23,deep rl,176,ai
28,agi,151,ai
29,definitions,142,ai
30,loss functions,141,ai
31,genetic algorithms,140,ai
32,applications,132,ai
34,deep neural networks,129,ai
36,papers,122,ai
40,policy gradients,110,ai
41,generative adversarial networks,104,ai
42,object recognition,100,ai
43,markov decision process,95,ai
46,rewards,91,ai
47,theory,91,ai
49,evolutionary algorithms,87,ai
50,ai basics,87,ai
52,activation function,80,ai
53,autoencoders,78,ai
55,monte carlo tree search,76,ai
56,actor critic methods,71,ai
57,chat bots,70,ai
59,generative model,68,ai
62,feedforward neural network,66,ai
63,open ai,65,ai
64,pattern recognition,63,ai
65,data preprocessing,62,ai
67,intelligent agent,61,ai
68,neat,61,ai
69,social,60,ai
70,getting started,59,ai
72,hyperparameter optimization,55,ai
77,autonomous vehicles,52,ai
79,learning theory,49,ai
83,learning algorithms,48,ai
84,convergence,47,ai
85,game theory,46,ai
87,environment,46,ai
88,minimax,45,ai
89,artificial neuron,44,ai
91,ethics,44,ai
93,temporal difference,44,ai
94,word embedding,44,ai
95,ddpg,42,ai
96,neuroevolution,42,ai
97,human like,42,ai
99,knowledge representation,41,ai
0,smart home,235,iot
1,mqtt,234,iot
4,alexa,118,iot
10,amazon echo,84,iot
11,google home,82,iot
17,protocols,59,iot
19,lora,57,iot
20,mosquitto,56,iot
22,zigbee,52,iot
23,google assistant,45,iot
24,lorawan,42,iot
25,bluetooth low energy,41,iot
26,samsung smartthings,40,iot
27,smart plugs,37,iot
28,data transfer,34,iot
30,power consumption,32,iot
32,system architecture,29,iot
35,philips hue,26,iot
37,smart lights,25,iot
38,home assistant,23,iot
39,ifttt,23,iot
40,mobile data,23,iot
41,zwave,22,iot
42,standards,21,iot
43,microsoft windows iot,21,iot
45,digital cameras,20,iot
52,paho,16,iot
53,surveillance cameras,16,iot
55,routers,16,iot
56,mesh networks,16,iot
